job_card_date,invoice_line_text,material,supplier_name,review_text
02-01-2018,Wheel Rim,Steel,Vidhyarthi Auto Solutions,Absolutely perfect! Everything fits and functions as it should.
02-01-2018,Coolant Pipe,Plastic,Sri Lakshmi Radiators,"Satisfactory, meets the needs. Could be better in terms of fitment."
02-01-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,"Very poor quality, do not recommend. Broke within a week of use."
02-01-2018,Exhaust Pipe,Steel,Techno Car Repairs,A great product at an affordable price. Would recommend to others.
02-01-2018,Car Battery Case,Plastic,Durga Motors,"Quality is okay, but it could be better. Not as durable as expected."
02-01-2018,Radiator,Aluminum,Kaveri Engine Parts,"Not bad, but the price could be reduced a little. It's functional, though."
02-01-2018,Rubber Seal,Rubber,Ramesh Auto Traders,"Works as expected, but I thought it would last longer."
02-01-2018,Exhaust Pipe,Steel,Shree Durga Auto Solutions,"Worth the price, satisfied overall. Installation was simple and easy."
02-01-2018,Engine Cover,Aluminum,Ganga Auto Works,"Amazing performance, highly recommend! A must-buy for all car owners."
02-01-2018,Dashboard Cover,Plastic,Lakshmi Vehicle Components,"Fast delivery, product is okay. However, customer service could be better."
02-01-2018,Radiator,Aluminum,Nandini Automotive Services,"Good quality, but a bit expensive compared to others."
02-01-2018,Brake Disc,Steel,Sree Auto Enterprises,"Product fits well, but the finish could have been better. Overall, okay."
02-01-2018,Radiator,Aluminum,Durga Motors,"Installation was a bit tricky, but the product works fine now."
02-01-2018,Brake Disc,Steel,Shubham Car Components,"Installation was a bit tricky, but the product works fine now."
02-01-2018,Fuel Tank,Aluminum,Ramesh Auto Traders,"Product fits well, but the finish could have been better. Overall, okay."
02-01-2018,Radiator,Aluminum,Vishnu Auto Engineers,"Quality is okay, but it could be better. Not as durable as expected."
02-01-2018,Rubber Seal,Rubber,Omkar Auto Traders,"Fast delivery, product is okay. However, customer service could be better."
02-01-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,A great product at an affordable price. Would recommend to others.
02-01-2018,Radiator,Aluminum,Krishnamurthy Automotive,"Product works fine, good for the price. Would buy again."
02-01-2018,Coolant Pipe,Plastic,Vishnu Auto Engineers,"Great service, product works perfectly. Highly satisfied with the purchase."
02-01-2018,Exhaust Pipe,Steel,Ganga Auto Works,A great product at an affordable price. Would recommend to others.
02-01-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Excellent product, very durable! Worth every penny."
02-01-2018,Rubber Seal,Rubber,Kaveri Engine Parts,Absolutely perfect! Everything fits and functions as it should.
02-01-2018,Fuel Tank,Aluminum,Anand Auto Services,"Installation was a bit tricky, but the product works fine now."
02-01-2018,Fuel Tank,Aluminum,Shree Durga Auto Solutions,"Pretty good. It works well, but not as robust as other brands."
02-01-2018,Radiator,Aluminum,Prakash Auto Components,"Works as expected, but I thought it would last longer."
02-01-2018,Side Mirror Cover,Plastic,Krishnamurthy Automotive,"Worst purchase ever, broke after one week. Very disappointed."
02-01-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Product fits well, but the finish could have been better. Overall, okay."
02-01-2018,Rubber Seal,Rubber,Techno Car Repairs,The product did not meet my expectations. Poor quality and cheap materials.
02-01-2018,Radiator,Aluminum,Techno Car Repairs,"It's okay, not great. It did the job, but I expected more durability."
02-01-2018,Side Mirror Cover,Plastic,Vishnu Auto Engineers,"Great service, product works perfectly. Highly satisfied with the purchase."
02-01-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,"It's okay, not great. It did the job, but I expected more durability."
02-01-2018,Rubber Seal,Rubber,Prabha Auto Parts,"Product fits well, but the finish could have been better. Overall, okay."
03-01-2018,Engine Cover,Aluminum,Omkar Auto Traders,I regret buying this. It's not as advertised and doesn't work properly.
03-01-2018,Radiator,Aluminum,Omkar Auto Traders,Expected better quality for the price. Not satisfied with the product.
03-01-2018,Brake Disc,Steel,Venkateshwara Motors,I regret buying this. It's not as advertised and doesn't work properly.
03-01-2018,Side Mirror Cover,Plastic,Ashwini Auto Parts,Expected better quality for the price. Not satisfied with the product.
03-01-2018,Wheel Rim,Steel,Ramesh Auto Traders,"Average product, but works fine for basic needs. Could be sturdier."
03-01-2018,Car Battery Case,Plastic,Venkateshwara Motors,"Good quality, but a bit expensive compared to others."
03-01-2018,Engine Cover,Aluminum,Vidhyarthi Auto Solutions,"Product works fine, good for the price. Would buy again."
03-01-2018,Side Mirror Cover,Plastic,Durga Motors,"Average product, but works fine for basic needs. Could be sturdier."
03-01-2018,Side Mirror Cover,Plastic,Shubham Car Components,"Customer service was very helpful, and the product is good."
03-01-2018,Exhaust Pipe,Steel,Ravi Auto Engineers,This part is very sturdy and has improved my car's performance significantly.
03-01-2018,Rubber Seal,Rubber,Shakti Automotive,"Worth the price, satisfied overall. Installation was simple and easy."
03-01-2018,Car Battery Case,Plastic,Kaveri Engine Parts,"Very poor quality, do not recommend. Broke within a week of use."
03-01-2018,Dashboard Cover,Plastic,Shakti Automotive,"Great service, product works perfectly. Highly satisfied with the purchase."
03-01-2018,Brake Disc,Steel,Durga Motors,"Good quality, but a bit expensive compared to others."
03-01-2018,Wheel Rim,Steel,Raghavendra Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
03-01-2018,Engine Cover,Aluminum,Vidhyarthi Auto Solutions,"Received the item late, but it works fine. A little disappointed with the delay."
03-01-2018,Side Mirror Cover,Plastic,Rajesh Auto Suppliers,"Product works fine, good for the price. Would buy again."
03-01-2018,Wheel Rim,Steel,Raghavendra Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
03-01-2018,Radiator,Aluminum,Nandini Automotive Services,"Not as expected, needs improvement. The quality could be better."
03-01-2018,Exhaust Pipe,Steel,Krishnamurthy Automotive,Very happy with this purchase! It fits my car perfectly and works smoothly.
03-01-2018,Radiator,Aluminum,Nandini Automotive Services,"Works as expected, but I thought it would last longer."
03-01-2018,Dashboard Cover,Plastic,Sree Ram Auto Services,"Received the item late, but it works fine. A little disappointed with the delay."
03-01-2018,Coolant Pipe,Plastic,Rajesh Auto Suppliers,Absolutely perfect! Everything fits and functions as it should.
03-01-2018,Car Battery Case,Plastic,Prakash Auto Components,"Quality is okay, but it could be better. Not as durable as expected."
03-01-2018,Fuel Tank,Aluminum,Sree Krishna Motors,"Quality is okay, but it could be better. Not as durable as expected."
03-01-2018,Side Mirror Cover,Plastic,Vishnu Auto Engineers,"Quality is okay, but it could be better. Not as durable as expected."
03-01-2018,Side Mirror Cover,Plastic,Kaveri Engine Parts,"Product works fine, good for the price. Would buy again."
03-01-2018,Car Battery Case,Plastic,Raghavendra Auto Parts,This part fits perfectly and works like a charm. Totally recommend it!
03-01-2018,Dashboard Cover,Plastic,Anand Auto Services,"Amazing performance, highly recommend! A must-buy for all car owners."
03-01-2018,Coolant Pipe,Plastic,Prabha Auto Parts,"Not bad, but the price could be reduced a little. It's functional, though."
03-01-2018,Radiator,Aluminum,Ramesh Auto Traders,"Worth the price, satisfied overall. Installation was simple and easy."
03-01-2018,Radiator,Aluminum,Ashwini Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
03-01-2018,Wheel Rim,Steel,Saraswathi Auto Works,"Worth the price, satisfied overall. Installation was simple and easy."
03-01-2018,Coolant Pipe,Plastic,Vidhyarthi Auto Solutions,"Not as expected, needs improvement. The quality could be better."
03-01-2018,Exhaust Pipe,Steel,Shakti Automotive,"Not as expected, needs improvement. The quality could be better."
03-01-2018,Radiator,Aluminum,Raghavendra Auto Parts,"Very poor quality, do not recommend. Broke within a week of use."
03-01-2018,Radiator,Aluminum,Rajesh Auto Suppliers,"Not as expected, needs improvement. The quality could be better."
03-01-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Great service, product works perfectly. Highly satisfied with the purchase."
03-01-2018,Car Battery Case,Plastic,Lakshmi Vehicle Components,"Great service, product works perfectly. Highly satisfied with the purchase."
03-01-2018,Car Battery Case,Plastic,Durga Motors,"Worth the price, satisfied overall. Installation was simple and easy."
03-01-2018,Rubber Seal,Rubber,Techno Car Repairs,No complaints. The part performs well and was easy to install.
03-01-2018,Engine Cover,Aluminum,Jayam Vehicle Components,"Product fits well, but the finish could have been better. Overall, okay."
03-01-2018,Wheel Rim,Steel,Rajesh Auto Suppliers,Expected better quality for the price. Not satisfied with the product.
03-01-2018,Engine Cover,Aluminum,Maruthi Auto Parts,Good value for money. Would definitely buy again from this seller.
04-01-2018,Car Battery Case,Plastic,Prabha Auto Parts,I regret buying this. It's not as advertised and doesn't work properly.
04-01-2018,Wheel Rim,Steel,Ramesh Auto Traders,"Customer service was very helpful, and the product is good."
04-01-2018,Side Mirror Cover,Plastic,Prabha Auto Parts,Good value for money. Would definitely buy again from this seller.
04-01-2018,Brake Disc,Steel,Venkateshwara Motors,"Average product, but works fine for basic needs. Could be sturdier."
04-01-2018,Engine Cover,Aluminum,Vidhyarthi Auto Solutions,"Installation was a bit tricky, but the product works fine now."
04-01-2018,Engine Cover,Aluminum,Sree Ram Auto Services,This part is very sturdy and has improved my car's performance significantly.
04-01-2018,Dashboard Cover,Plastic,Maruthi Auto Parts,"It's okay, not great. It did the job, but I expected more durability."
04-01-2018,Radiator,Aluminum,Ganga Auto Works,Good value for money. Would definitely buy again from this seller.
04-01-2018,Fuel Tank,Aluminum,Sree Ram Auto Services,"Very poor quality, do not recommend. Broke within a week of use."
04-01-2018,Brake Disc,Steel,Jayam Vehicle Components,Very happy with this purchase! It fits my car perfectly and works smoothly.
04-01-2018,Engine Cover,Aluminum,Sree Krishna Motors,I regret buying this. It's not as advertised and doesn't work properly.
04-01-2018,Coolant Pipe,Plastic,Techno Car Repairs,"Very poor quality, do not recommend. Broke within a week of use."
04-01-2018,Radiator,Aluminum,Venkateshwara Motors,"Great service, product works perfectly. Highly satisfied with the purchase."
04-01-2018,Wheel Rim,Steel,Shakti Automotive,"Not bad, but the price could be reduced a little. It's functional, though."
04-01-2018,Wheel Rim,Steel,Vidhyarthi Auto Solutions,"Works as expected, but I thought it would last longer."
04-01-2018,Wheel Rim,Steel,Venkateshwara Motors,"Received the item late, but it works fine. A little disappointed with the delay."
04-01-2018,Car Battery Case,Plastic,Lakshmi Vehicle Components,"Quality is okay, but it could be better. Not as durable as expected."
04-01-2018,Radiator,Aluminum,Prabha Auto Parts,This part fits perfectly and works like a charm. Totally recommend it!
04-01-2018,Engine Cover,Aluminum,Jayam Vehicle Components,"It's okay, not great. It did the job, but I expected more durability."
04-01-2018,Car Battery Case,Plastic,Venkateshwara Motors,"Works as expected, but I thought it would last longer."
04-01-2018,Coolant Pipe,Plastic,Ravi Auto Engineers,"Excellent product, very durable! Worth every penny."
04-01-2018,Side Mirror Cover,Plastic,Saraswathi Auto Works,"Not bad, but the price could be reduced a little. It's functional, though."
04-01-2018,Engine Cover,Aluminum,Prabha Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
04-01-2018,Rubber Seal,Rubber,Durga Motors,Not impressed. The part started rusting after a few weeks of use.
04-01-2018,Side Mirror Cover,Plastic,Shree Durga Auto Solutions,"Worth the price, satisfied overall. Installation was simple and easy."
04-01-2018,Rubber Seal,Rubber,Ramesh Auto Traders,"Excellent product, very durable! Worth every penny."
05-01-2018,Radiator,Aluminum,Maruthi Auto Parts,"It's okay, not great. It did the job, but I expected more durability."
05-01-2018,Coolant Pipe,Plastic,Shubham Car Components,"Worth the price, satisfied overall. Installation was simple and easy."
05-01-2018,Exhaust Pipe,Steel,Sree Auto Enterprises,Very happy with this purchase! It fits my car perfectly and works smoothly.
05-01-2018,Side Mirror Cover,Plastic,Vishnu Auto Engineers,Expected better quality for the price. Not satisfied with the product.
05-01-2018,Radiator,Aluminum,Sri Lakshmi Radiators,"Satisfactory, meets the needs. Could be better in terms of fitment."
05-01-2018,Exhaust Pipe,Steel,Rajesh Auto Suppliers,"Not bad, but the price could be reduced a little. It's functional, though."
05-01-2018,Coolant Pipe,Plastic,Prakash Auto Components,"Very poor quality, do not recommend. Broke within a week of use."
05-01-2018,Engine Cover,Aluminum,Venkateshwara Motors,"It's okay, not great. It did the job, but I expected more durability."
05-01-2018,Wheel Rim,Steel,Prabha Auto Parts,"Product works fine, good for the price. Would buy again."
05-01-2018,Brake Disc,Steel,Krishnamurthy Automotive,Good value for money. Would definitely buy again from this seller.
05-01-2018,Coolant Pipe,Plastic,Lakshmi Vehicle Components,Good value for money. Would definitely buy again from this seller.
05-01-2018,Wheel Rim,Steel,Raghavendra Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
05-01-2018,Rubber Seal,Rubber,Sree Ram Auto Services,"Amazing performance, highly recommend! A must-buy for all car owners."
05-01-2018,Wheel Rim,Steel,Durga Motors,This part fits perfectly and works like a charm. Totally recommend it!
05-01-2018,Coolant Pipe,Plastic,Saraswathi Auto Works,Absolutely perfect! Everything fits and functions as it should.
05-01-2018,Coolant Pipe,Plastic,Venkateshwara Motors,"Pretty good. It works well, but not as robust as other brands."
05-01-2018,Wheel Rim,Steel,Raghavendra Auto Parts,The product did not meet my expectations. Poor quality and cheap materials.
05-01-2018,Radiator,Aluminum,Ramesh Auto Traders,"Quality is okay, but it could be better. Not as durable as expected."
05-01-2018,Fuel Tank,Aluminum,Jayam Vehicle Components,"Good quality, but a bit expensive compared to others."
05-01-2018,Fuel Tank,Aluminum,Saraswathi Auto Works,Expected better quality for the price. Not satisfied with the product.
05-01-2018,Side Mirror Cover,Plastic,Vidhyarthi Auto Solutions,"Quality is okay, but it could be better. Not as durable as expected."
05-01-2018,Brake Disc,Steel,Anand Auto Services,"It's okay, not great. It did the job, but I expected more durability."
05-01-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,"Installation was a bit tricky, but the product works fine now."
05-01-2018,Radiator,Aluminum,Nandini Automotive Services,"Works as expected, but I thought it would last longer."
05-01-2018,Coolant Pipe,Plastic,Sri Lakshmi Radiators,"Product works fine, good for the price. Would buy again."
05-01-2018,Brake Disc,Steel,Krishnamurthy Automotive,This part is very sturdy and has improved my car's performance significantly.
05-01-2018,Brake Disc,Steel,Nandini Automotive Services,"Average product, but works fine for basic needs. Could be sturdier."
05-01-2018,Engine Cover,Aluminum,Ramesh Auto Traders,Absolutely perfect! Everything fits and functions as it should.
05-01-2018,Car Battery Case,Plastic,Ashwini Auto Parts,"Great product, but it took longer to arrive than expected."
05-01-2018,Exhaust Pipe,Steel,Prakash Auto Components,"Very poor quality, do not recommend. Broke within a week of use."
05-01-2018,Radiator,Aluminum,Anand Auto Services,"Received the item late, but it works fine. A little disappointed with the delay."
05-01-2018,Radiator,Aluminum,Maruthi Auto Parts,"Customer service was very helpful, and the product is good."
05-01-2018,Rubber Seal,Rubber,Prabha Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
05-01-2018,Engine Cover,Aluminum,Sree Ram Auto Services,"Great product, but it took longer to arrive than expected."
05-01-2018,Fuel Tank,Aluminum,Sri Lakshmi Radiators,"Average product, but works fine for basic needs. Could be sturdier."
05-01-2018,Brake Disc,Steel,Durga Motors,"Quality is okay, but it could be better. Not as durable as expected."
06-01-2018,Dashboard Cover,Plastic,Prabha Auto Parts,"Worth the price, satisfied overall. Installation was simple and easy."
06-01-2018,Engine Cover,Aluminum,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
06-01-2018,Brake Disc,Steel,Jayam Vehicle Components,"It's okay, not great. It did the job, but I expected more durability."
06-01-2018,Rubber Seal,Rubber,Jayam Vehicle Components,"Great product, but it took longer to arrive than expected."
06-01-2018,Side Mirror Cover,Plastic,Durga Motors,"Excellent product, very durable! Worth every penny."
06-01-2018,Radiator,Aluminum,Sri Lakshmi Radiators,Not impressed. The part started rusting after a few weeks of use.
06-01-2018,Brake Disc,Steel,Prakash Auto Components,Expected better quality for the price. Not satisfied with the product.
06-01-2018,Car Battery Case,Plastic,Ashwini Auto Parts,"Worst purchase ever, broke after one week. Very disappointed."
06-01-2018,Dashboard Cover,Plastic,Lakshmi Vehicle Components,"Worst purchase ever, broke after one week. Very disappointed."
06-01-2018,Car Battery Case,Plastic,Ravi Auto Engineers,Absolutely perfect! Everything fits and functions as it should.
06-01-2018,Side Mirror Cover,Plastic,Vishnu Auto Engineers,"Worst purchase ever, broke after one week. Very disappointed."
06-01-2018,Brake Disc,Steel,Ashwini Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
06-01-2018,Radiator,Aluminum,Raghavendra Auto Parts,"Worth the price, satisfied overall. Installation was simple and easy."
06-01-2018,Engine Cover,Aluminum,Shakti Automotive,"It's okay, not great. It did the job, but I expected more durability."
06-01-2018,Dashboard Cover,Plastic,Ganesh Car Services,"Worth the price, satisfied overall. Installation was simple and easy."
06-01-2018,Fuel Tank,Aluminum,Jayam Vehicle Components,"Not as expected, needs improvement. The quality could be better."
06-01-2018,Engine Cover,Aluminum,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
06-01-2018,Brake Disc,Steel,Ramesh Auto Traders,I regret buying this. It's not as advertised and doesn't work properly.
06-01-2018,Rubber Seal,Rubber,Krishnamurthy Automotive,"Satisfactory, meets the needs. Could be better in terms of fitment."
06-01-2018,Engine Cover,Aluminum,Sri Lakshmi Radiators,"Great service, product works perfectly. Highly satisfied with the purchase."
06-01-2018,Coolant Pipe,Plastic,Kaveri Engine Parts,Expected better quality for the price. Not satisfied with the product.
06-01-2018,Engine Cover,Aluminum,Ganga Auto Works,"Installation was a bit tricky, but the product works fine now."
06-01-2018,Brake Disc,Steel,Vishnu Auto Engineers,Expected better quality for the price. Not satisfied with the product.
06-01-2018,Dashboard Cover,Plastic,Sree Krishna Motors,"Great service, product works perfectly. Highly satisfied with the purchase."
06-01-2018,Radiator,Aluminum,Lakshmi Vehicle Components,A great product at an affordable price. Would recommend to others.
06-01-2018,Fuel Tank,Aluminum,Rajesh Auto Suppliers,"Amazing performance, highly recommend! A must-buy for all car owners."
06-01-2018,Radiator,Aluminum,Durga Motors,"Customer service was very helpful, and the product is good."
06-01-2018,Rubber Seal,Rubber,Sri Lakshmi Radiators,Absolutely perfect! Everything fits and functions as it should.
06-01-2018,Exhaust Pipe,Steel,Venkateshwara Motors,This part fits perfectly and works like a charm. Totally recommend it!
06-01-2018,Exhaust Pipe,Steel,Jayam Vehicle Components,"Not as expected, needs improvement. The quality could be better."
06-01-2018,Radiator,Aluminum,Krishnamurthy Automotive,"Worth the price, satisfied overall. Installation was simple and easy."
06-01-2018,Brake Disc,Steel,Prakash Auto Components,"Worst purchase ever, broke after one week. Very disappointed."
06-01-2018,Wheel Rim,Steel,Ravi Auto Engineers,"Excellent product, very durable! Worth every penny."
06-01-2018,Brake Disc,Steel,Shree Durga Auto Solutions,"Excellent product, very durable! Worth every penny."
06-01-2018,Dashboard Cover,Plastic,Ravi Auto Engineers,"Customer service was very helpful, and the product is good."
06-01-2018,Wheel Rim,Steel,Shubham Car Components,"Received the item late, but it works fine. A little disappointed with the delay."
06-01-2018,Radiator,Aluminum,Shakti Automotive,"Amazing performance, highly recommend! A must-buy for all car owners."
06-01-2018,Brake Disc,Steel,Sree Krishna Motors,"Excellent product, very durable! Worth every penny."
06-01-2018,Dashboard Cover,Plastic,Ravi Auto Engineers,"Works as expected, but I thought it would last longer."
06-01-2018,Fuel Tank,Aluminum,Shakti Automotive,"Works as expected, but I thought it would last longer."
06-01-2018,Rubber Seal,Rubber,Prakash Auto Components,"Amazing performance, highly recommend! A must-buy for all car owners."
06-01-2018,Wheel Rim,Steel,Saraswathi Auto Works,Absolutely perfect! Everything fits and functions as it should.
06-01-2018,Brake Disc,Steel,Shree Durga Auto Solutions,"Great service, product works perfectly. Highly satisfied with the purchase."
06-01-2018,Wheel Rim,Steel,Vishnu Auto Engineers,"Good quality, but a bit expensive compared to others."
06-01-2018,Side Mirror Cover,Plastic,Prakash Auto Components,"It's okay, not great. It did the job, but I expected more durability."
06-01-2018,Car Battery Case,Plastic,Prabha Auto Parts,No complaints. The part performs well and was easy to install.
06-01-2018,Coolant Pipe,Plastic,Durga Motors,"Amazing performance, highly recommend! A must-buy for all car owners."
06-01-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,Very happy with this purchase! It fits my car perfectly and works smoothly.
06-01-2018,Side Mirror Cover,Plastic,Rajesh Auto Suppliers,"Average product, but works fine for basic needs. Could be sturdier."
06-01-2018,Coolant Pipe,Plastic,Vishnu Auto Engineers,"Pretty good. It works well, but not as robust as other brands."
06-01-2018,Brake Disc,Steel,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
06-01-2018,Wheel Rim,Steel,Anand Auto Services,"Satisfactory, meets the needs. Could be better in terms of fitment."
06-01-2018,Car Battery Case,Plastic,Ganesh Car Services,"Average product, but works fine for basic needs. Could be sturdier."
07-01-2018,Car Battery Case,Plastic,Venkateshwara Motors,The product did not meet my expectations. Poor quality and cheap materials.
07-01-2018,Rubber Seal,Rubber,Sree Auto Enterprises,I regret buying this. It's not as advertised and doesn't work properly.
07-01-2018,Brake Disc,Steel,Jayam Vehicle Components,This part is very sturdy and has improved my car's performance significantly.
07-01-2018,Radiator,Aluminum,Omkar Auto Traders,"Very poor quality, do not recommend. Broke within a week of use."
07-01-2018,Side Mirror Cover,Plastic,Prabha Auto Parts,"Not as expected, needs improvement. The quality could be better."
07-01-2018,Exhaust Pipe,Steel,Techno Car Repairs,"Quality is okay, but it could be better. Not as durable as expected."
07-01-2018,Brake Disc,Steel,Rajesh Auto Suppliers,"Works as expected, but I thought it would last longer."
07-01-2018,Wheel Rim,Steel,Maruthi Auto Parts,"Not as expected, needs improvement. The quality could be better."
07-01-2018,Radiator,Aluminum,Jayam Vehicle Components,"Good quality, but a bit expensive compared to others."
07-01-2018,Brake Disc,Steel,Sree Krishna Motors,No complaints. The part performs well and was easy to install.
07-01-2018,Radiator,Aluminum,Anand Auto Services,"Excellent product, very durable! Worth every penny."
07-01-2018,Dashboard Cover,Plastic,Sree Auto Enterprises,"Worst purchase ever, broke after one week. Very disappointed."
07-01-2018,Car Battery Case,Plastic,Omkar Auto Traders,"Not as expected, needs improvement. The quality could be better."
07-01-2018,Brake Disc,Steel,Sree Auto Enterprises,"Amazing performance, highly recommend! A must-buy for all car owners."
07-01-2018,Car Battery Case,Plastic,Raghavendra Auto Parts,"Works as expected, but I thought it would last longer."
07-01-2018,Coolant Pipe,Plastic,Shubham Car Components,A great product at an affordable price. Would recommend to others.
07-01-2018,Engine Cover,Aluminum,Shree Durga Auto Solutions,"Good quality, but a bit expensive compared to others."
07-01-2018,Side Mirror Cover,Plastic,Anand Auto Services,"Not bad, but the price could be reduced a little. It's functional, though."
07-01-2018,Fuel Tank,Aluminum,Prabha Auto Parts,Absolutely perfect! Everything fits and functions as it should.
07-01-2018,Coolant Pipe,Plastic,Shakti Automotive,"Quality is okay, but it could be better. Not as durable as expected."
07-01-2018,Rubber Seal,Rubber,Sri Lakshmi Radiators,I regret buying this. It's not as advertised and doesn't work properly.
08-01-2018,Car Battery Case,Plastic,Sri Lakshmi Radiators,"Satisfactory, meets the needs. Could be better in terms of fitment."
08-01-2018,Fuel Tank,Aluminum,Anand Auto Services,Expected better quality for the price. Not satisfied with the product.
08-01-2018,Wheel Rim,Steel,Kaveri Engine Parts,"Product fits well, but the finish could have been better. Overall, okay."
08-01-2018,Radiator,Aluminum,Jayam Vehicle Components,"Not bad, but the price could be reduced a little. It's functional, though."
08-01-2018,Car Battery Case,Plastic,Ganga Auto Works,"Average product, but works fine for basic needs. Could be sturdier."
08-01-2018,Dashboard Cover,Plastic,Ganesh Car Services,"Product fits well, but the finish could have been better. Overall, okay."
08-01-2018,Dashboard Cover,Plastic,Prakash Auto Components,No complaints. The part performs well and was easy to install.
08-01-2018,Fuel Tank,Aluminum,Anand Auto Services,"Not as expected, needs improvement. The quality could be better."
08-01-2018,Brake Disc,Steel,Shubham Car Components,Expected better quality for the price. Not satisfied with the product.
08-01-2018,Brake Disc,Steel,Ramesh Auto Traders,Very happy with this purchase! It fits my car perfectly and works smoothly.
08-01-2018,Fuel Tank,Aluminum,Saraswathi Auto Works,"Customer service was very helpful, and the product is good."
08-01-2018,Side Mirror Cover,Plastic,Prabha Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
08-01-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,"Great service, product works perfectly. Highly satisfied with the purchase."
08-01-2018,Radiator,Aluminum,Sree Ram Auto Services,"Received the item late, but it works fine. A little disappointed with the delay."
08-01-2018,Coolant Pipe,Plastic,Sree Auto Enterprises,"Very poor quality, do not recommend. Broke within a week of use."
08-01-2018,Brake Disc,Steel,Sree Auto Enterprises,"Worst purchase ever, broke after one week. Very disappointed."
08-01-2018,Exhaust Pipe,Steel,Sri Lakshmi Radiators,"Great service, product works perfectly. Highly satisfied with the purchase."
08-01-2018,Coolant Pipe,Plastic,Ashwini Auto Parts,A great product at an affordable price. Would recommend to others.
08-01-2018,Exhaust Pipe,Steel,Techno Car Repairs,This part is very sturdy and has improved my car's performance significantly.
08-01-2018,Radiator,Aluminum,Shakti Automotive,"Worth the price, satisfied overall. Installation was simple and easy."
08-01-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,Expected better quality for the price. Not satisfied with the product.
08-01-2018,Car Battery Case,Plastic,Ashwini Auto Parts,"Satisfactory, meets the needs. Could be better in terms of fitment."
08-01-2018,Rubber Seal,Rubber,Venkateshwara Motors,"Amazing performance, highly recommend! A must-buy for all car owners."
08-01-2018,Rubber Seal,Rubber,Shakti Automotive,This part is very sturdy and has improved my car's performance significantly.
08-01-2018,Coolant Pipe,Plastic,Vidhyarthi Auto Solutions,"Works as expected, but I thought it would last longer."
08-01-2018,Engine Cover,Aluminum,Raghavendra Auto Parts,A great product at an affordable price. Would recommend to others.
08-01-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,"Amazing performance, highly recommend! A must-buy for all car owners."
08-01-2018,Exhaust Pipe,Steel,Ramesh Auto Traders,"Product fits well, but the finish could have been better. Overall, okay."
08-01-2018,Car Battery Case,Plastic,Ganga Auto Works,"Great product, but it took longer to arrive than expected."
08-01-2018,Engine Cover,Aluminum,Durga Motors,"Installation was a bit tricky, but the product works fine now."
08-01-2018,Side Mirror Cover,Plastic,Anand Auto Services,"Pretty good. It works well, but not as robust as other brands."
08-01-2018,Brake Disc,Steel,Shubham Car Components,"Good quality, but a bit expensive compared to others."
08-01-2018,Dashboard Cover,Plastic,Sree Auto Enterprises,A great product at an affordable price. Would recommend to others.
08-01-2018,Radiator,Aluminum,Ganesh Car Services,"Works as expected, but I thought it would last longer."
08-01-2018,Brake Disc,Steel,Lakshmi Vehicle Components,"Not as expected, needs improvement. The quality could be better."
08-01-2018,Brake Disc,Steel,Omkar Auto Traders,This part fits perfectly and works like a charm. Totally recommend it!
08-01-2018,Rubber Seal,Rubber,Rajesh Auto Suppliers,This part is very sturdy and has improved my car's performance significantly.
08-01-2018,Dashboard Cover,Plastic,Kaveri Engine Parts,"Excellent product, very durable! Worth every penny."
08-01-2018,Exhaust Pipe,Steel,Maruthi Auto Parts,This part is very sturdy and has improved my car's performance significantly.
08-01-2018,Side Mirror Cover,Plastic,Jayam Vehicle Components,"Customer service was very helpful, and the product is good."
08-01-2018,Coolant Pipe,Plastic,Shubham Car Components,"Customer service was very helpful, and the product is good."
08-01-2018,Fuel Tank,Aluminum,Raghavendra Auto Parts,"Very poor quality, do not recommend. Broke within a week of use."
08-01-2018,Radiator,Aluminum,Anand Auto Services,"Works as expected, but I thought it would last longer."
08-01-2018,Brake Disc,Steel,Shree Durga Auto Solutions,"Pretty good. It works well, but not as robust as other brands."
08-01-2018,Rubber Seal,Rubber,Sree Krishna Motors,The product did not meet my expectations. Poor quality and cheap materials.
08-01-2018,Exhaust Pipe,Steel,Sree Krishna Motors,"Not as expected, needs improvement. The quality could be better."
